ville;année;sexe;categorie;deces_categorie;deces_ville;pourcentage_ville
-1;15;M;10;11889;269205;0,0441634
-1;15;M;11;16345;269205;0,0607158
-1;16;T;0;7776;529370;0,0146892
-1;16;T;1;4696;529370;0,00887092
-1;16;T;2;146225;529370;0,276225
-1;16;T;3;16733;529370;0,0316093
-1;16;T;4;13246;529370;0,0250222
-1;16;T;5;12492;529370;0,0235979
-1;16;T;6;236974;529370;0,447653
-1;16;T;7;12492;529370;0,0235979
-1;16;T;8;2877;529370;0,00543476
-1;16;T;9;8166;529370;0,0154259
-1;16;T;10;23805;529370;0,0449685
-1;16;T;11;33565;529370;0,0634056
-1;16;F;0;4013;255727;0,0156925
-1;16;F;1;864;255727;0,00337860
-1;16;F;2;58095;255727;0,227176
-1;16;F;3;10134;255727;0,0396282
-1;16;F;4;7848;255727;0,0306890
-1;16;F;5;6684;255727;0,0261372
-1;16;F;6;123895;255727;0,484481
-1;16;F;7;7259;255727;0,0283857
-1;16;F;8;1356;255727;0,00530253
-1;16;F;9;2272;255727;0,00888447
-1;16;F;10;11865;255727;0,0463971
-1;16;F;11;17126;255727;0,0669699
-1;16;M;0;3763;273643;0,0137515
-1;16;M;1;3832;273643;0,0140036
-1;16;M;2;88130;273643;0,322062
-1;16;M;3;6599;273643;0,0241154
-1;16;M;4;5398;273643;0,0197264
-1;16;M;5;5808;273643;0,0212247
-1;16;M;6;113079;273643;0,413235
-1;16;M;7;5233;273643;0,0191235
-1;16;M;8;1521;273643;0,00555834
-1;16;M;9;5894;273643;0,0215390
-1;16;M;10;11940;273643;0,0436335
-1;16;M;11;16439;273643;0,0600746
-1;17;T;0;7384;533806;0,0138327
-1;17;T;1;3465;533806;0,00649112
-1;17;T;2;147414;533806;0,276157
-1;17;T;3;16776;533806;0,0314271
-1;17;T;4;13266;533806;0,0248517
-1;17;T;5;12920;533806;0,0242035
-1;17;T;6;241468;533806;0,452352
-1;17;T;7;12395;533806;0,0232200
-1;17;T;8;2922;533806;0,00547390
-1;17;T;9;7804;533806;0,0146195
-1;17;T;10;23651;533806;0,0443064
-1;17;T;11;33674;533806;0,0630828
-1;17;F;0;3777;258316;0,0146216
-1;17;F;1;707;258316;0,00273696
-1;17;F;2;58406;258316;0,226103
-1;17;F;3;9985;258316;0,0386542
-1;17;F;4;7910;258316;0,0306214
-1;17;F;5;6980;258316;0,0270212
-1;17;F;6;126300;258316;0,488936
-1;17;F;7;7180;258316;0,0277954
-1;17;F;8;1340;258316;0,00518744
-1;17;F;9;2171;258316;0,00840443
-1;17;F;10;11802;258316;0,0456882
-1;17;F;11;17345;258316;0,0671464
-1;17;M;0;3607;275490;0,0130930
-1;17;M;1;2758;275490;0,0100113
-1;17;M;2;89008;275490;0,323090
