Ville;Année;Libellé;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
-1;2;62;F;198;3;6;9;24;34;22;38;19;23;11;7;2
-1;2;62;T;537;12;12;26;72;106;88;94;50;42;21;12;2
-1;2;63;M;1294;5;21;47;176;260;202;210;134;107;106;25;1
-1;2;63;F;574;8;11;19;66;100;60;66;63;60;79;37;5
-1;2;63;T;1868;13;32;66;242;360;262;276;197;167;185;62;6
-1;2;64;M;491;3;;6;5;14;13;46;83;126;143;50;2
-1;2;64;F;507;;;;8;16;10;19;46;109;168;111;20
-1;2;64;T;998;3;;6;13;30;23;65;129;235;311;161;22
-1;3;0;M;1194;;1;1;2;21;42;124;233;290;371;104;5
-1;3;0;F;663;1;;1;2;4;16;31;66;138;244;152;8
-1;3;0;T;1857;1;1;2;4;25;58;155;299;428;615;256;13
-1;3;1;M;37;11;8;4;1;;3;2;3;1;3;1;
-1;3;1;F;44;12;7;4;5;2;2;3;;2;5;2;
-1;3;1;T;81;23;15;8;6;2;5;5;3;3;8;3;
-1;3;2;M;0;;;;;;;;;;;;
-1;3;2;F;0;;;;;;;;;;;;
-1;3;2;T;0;;;;;;;;;;;;
-1;3;3;M;117;1;1;2;7;5;7;10;29;20;31;4;
-1;3;3;F;133;;1;1;3;8;4;12;18;29;35;21;1
-1;3;3;T;250;1;2;3;10;13;11;22;47;49;66;25;1
-1;3;4;M;2112;63;20;25;23;42;54;132;243;469;731;288;22
-1;3;4;F;2555;75;20;8;20;26;36;81;155;407;980;677;70
-1;3;4;T;4667;138;40;33;43;68;90;213;398;876;1711;965;92
-1;3;5;M;5214;;2;3;2;18;237;1309;1731;1138;651;120;3
-1;3;5;F;602;;1;;3;4;21;83;127;124;141;89;9
-1;3;5;T;5816;;3;3;5;22;258;1392;1858;1262;792;209;12
-1;3;6;M;4708;;;;1;3;103;839;1405;1332;876;145;4
-1;3;6;F;583;;;;;;9;50;99;124;202;90;9
-1;3;6;T;5291;;;;1;3;112;889;1504;1456;1078;235;13
-1;3;7;M;4574;;;;2;18;84;282;756;1383;1657;382;10
-1;3;7;F;3533;;;;2;14;41;118;275;741;1503;805;34
-1;3;7;T;8107;;;;4;32;125;400;1031;2124;3160;1187;44
-1;3;8;M;4906;;;1;4;18;63;295;824;1466;1730;490;15
-1;3;8;F;5283;;;1;;22;54;233;594;1158;2055;1103;63
-1;3;8;T;10189;;;2;4;40;117;528;1418;2624;3785;1593;78
-1;3;9;M;2542;;;;1;6;36;153;433;751;936;217;9
-1;3;9;F;2028;;;1;2;12;18;99;254;442;780;393;27
-1;3;9;T;4570;;;1;3;18;54;252;687;1193;1716;610;36
-1;3;10;M;2940;2;3;2;6;17;55;250;748;951;786;119;1
-1;3;10;F;1277;1;2;3;1;7;18;61;184;355;450;181;14
-1;3;10;T;4217;3;5;5;7;24;73;311;932;1306;1236;300;15
-1;3;11;M;2565;1;;;1;12;54;260;566;797;695;171;8
-1;3;11;F;2195;;;;;3;19;63;296;570;887;336;21
-1;3;11;T;4760;1;;;1;15;73;323;862;1367;1582;507;29
-1;3;12;M;19464;1;2;2;5;47;459;2732;5445;5884;4311;565;11
-1;3;12;F;2286;3;;3;4;9;42;211;413;622;725;240;14
-1;3;12;T;21750;4;2;5;9;56;501;2943;5858;6506;5036;805;25
-1;3;13;M;366;;;;5;18;40;64;88;60;65;23;3
-1;3;13;F;384;;;;4;21;36;50;64;68;82;53;6
-1;3;13;T;750;;;;9;39;76;114;152;128;147;76;9
-1;3;14;M;129;;;;1;1;5;13;24;27;41;17;
-1;3;14;F;8990;;;;2;113;489;1325;1959;1965;2101;961;75
-1;3;14;T;9119;;;;3;114;494;1338;1983;1992;2142;978;75
-1;3;15;M;0;;;;;;;;;;;;
-1;3;15;F;881;;;;1;24;72;159;202;187;169;64;3
-1;3;15;T;881;;;;1;24;72;159;202;187;169;64;3
-1;3;16;M;0;;;;;;;;;;;;
-1;3;16;F;2688;;;1;1;18;67;228;547;689;788;325;24
-1;3;16;T;2688;;;1;1;18;67;228;547;689;788;325;24
-1;3;17;M;0;;;;;;;;;;;;
-1;3;17;F;2525;;2;3;8;33;86;349;568;673;632;167;4
-1;3;17;T;2525;;2;3;8;33;86;349;568;673;632;167;4
-1;3;18;M;7161;;;;2;;4;67;487;1916;3493;1146;46
-1;3;18;F;0;;;;;;;;;;;;
-1;3;18;T;7161;;;;2;;4;67;487;1916;3493;1146;46
-1;3;19;M;1399;;2;5;2;6;24;142;345;429;369;75;
-1;3;19;F;882;2;;5;5;7;11;64;161;207;286;126;8
-1;3;19;T;2281;2;2;10;7;13;35;206;506;636;655;201;8
-1;3;20;M;2782;1;;1;;1;14;151;477;859;1009;258;11
-1;3;20;F;888;;;;;1;3;20;67;201;375;207;14
-1;3;20;T;3670;1;;1;;2;17;171;544;1060;1384;465;25
-1;3;21;M;4422;12;46;127;158;163;195;368;759;1081;1209;286;18
-1;3;21;F;4016;4;29;82;94;117;145;252;500;933;1304;537;19
-1;3;21;T;8438;16;75;209;252;280;340;620;1259;2014;2513;823;37
-1;3;22;M;12772;7;46;78;141;234;456;1478;2748;3399;3307;834;44
-1;3;22;F;11695;7;16;40;78;96;228;683;1537;2675;4099;2074;162
-1;3;22;T;24467;14;62;118;219;330;684;2161;4285;6074;7406;2908;206
-1;3;23;M;2150;4;14;20;32;57;99;232;369;548;601;158;16
-1;3;23;F;2006;7;12;23;28;48;50;119;263;423;622;377;34
-1;3;23;T;4156;11;26;43;60;105;149;351;632;971;1223;535;50
-1;3;24;M;1065;24;22;15;11;13;21;58;118;219;383;168;13
-1;3;24;F;1249;14;18;10;18;21;8;28;73;192;452;372;43
-1;3;24;T;2314;38;40;25;29;34;29;86;191;411;835;540;56
-1;3;25;M;2740;;;1;4;26;51;160;363;730;1119;276;10
-1;3;25;F;4299;;2;3;5;15;16;85;271;860;1971;1014;57
-1;3;25;T;7039;;2;4;9;41;67;245;634;1590;3090;1290;67
-1;3;26;M;2363;48;18;37;18;27;47;122;232;341;822;592;59
-1;3;26;F;3651;32;27;38;15;15;24;57;148;387;1266;1410;232
-1;3;26;T;6014;80;45;75;33;42;71;179;380;728;2088;2002;291
-1;3;27;M;2687;;;;9;85;299;720;753;499;296;25;1
-1;3;27;F;649;;;;2;21;76;146;163;127;87;25;2
-1;3;27;T;3336;;;;11;106;375;866;916;626;383;50;3
-1;3;28;M;68;;;;11;8;6;17;12;8;4;2;
-1;3;28;F;15;;;;1;3;3;3;3;1;;1;
-1;3;28;T;83;;;;12;11;9;20;15;9;4;3;
-1;3;29;M;2054;;;4;10;19;18;30;55;356;1045;490;27
-1;3;29;F;4604;;;1;7;14;16;36;78;441;2029;1831;151
-1;3;29;T;6658;;;5;17;33;34;66;133;797;3074;2321;178
-1;3;30;M;229;49;9;5;2;9;6;25;40;43;33;7;1
-1;3;30;F;184;34;12;4;3;6;4;7;23;31;42;17;1
-1;3;30;T;413;83;21;9;5;15;10;32;63;74;75;24;2
-1;3;31;M;5237;70;55;76;183;153;163;338;590;1254;1809;530;16
-1;3;31;F;5524;62;35;74;68;93;103;209;405;922;2172;1273;108
-1;3;31;T;10761;132;90;150;251;246;266;547;995;2176;3981;1803;124
-1;3;32;M;28306;;1;2;16;119;542;2168;4883;8163;9811;2493;108
-1;3;32;F;22728;;1;2;3;10;55;288;1103;4330;10565;5933;438
-1;3;32;T;51034;;2;4;19;129;597;2456;5986;12493;20376;8426;546
-1;3;33;M;21386;30;13;16;76;124;305;919;1919;4190;8808;4576;410
-1;3;33;F;29415;24;19;14;28;57;90;252;688;2867;11121;12439;1816
-1;3;33;T;50801;54;32;30;104;181;395;1171;2607;7057;19929;17015;2226
-1;3;34;M;26658;12;5;7;57;128;297;979;2380;5752;11785;4943;313
-1;3;34;F;37590;6;3;13;33;103;171;486;1276;4534;15945;13693;1327
-1;3;34;T;64248;18;8;20;90;231;468;1465;3656;10286;27730;18636;1640
-1;3;35;M;14348;4;3;9;38;66;210;718;1719;3537;5778;2122;144
-1;3;35;F;16572;8;2;6;26;61;100;305;782;2405;6711;5581;585
-1;3;35;T;30920;12;5;15;64;127;310;1023;2501;5942;12489;7703;729
-1;3;36;M;233;1;;;;2;3;8;15;29;98;65;12
-1;3;36;F;361;1;;1;;1;3;;7;40;110;160;38
-1;3;36;T;594;2;;1;;3;6;8;22;69;208;225;50
-1;3;37;M;2577;30;10;5;18;13;41;93;160;392;1095;658;62
-1;3;37;F;2898;18;3;4;8;12;11;35;57;208;998;1331;213
-1;3;37;T;5475;48;13;9;26;25;52;128;217;600;2093;1989;275
-1;3;38;M;729;1;;3;21;20;16;62;107;184;244;68;3
-1;3;38;F;871;;;;15;18;18;60;103;168;316;162;11
-1;3;38;T;1600;1;;3;36;38;34;122;210;352;560;230;14
-1;3;39;M;7131;3;7;7;10;11;36;196;630;1728;3086;1330;87
-1;3;39;F;3362;;1;2;6;7;12;68;169;472;1295;1165;165
-1;3;39;T;10493;3;8;9;16;18;48;264;799;2200;4381;2495;252
-1;3;40;M;7462;47;30;18;26;41;77;261;790;1583;2938;1514;137
-1;3;40;F;6496;36;21;17;15;19;35;81;195;619;2280;2704;474
-1;3;40;T;13958;83;51;35;41;60;112;342;985;2202;5218;4218;611
-1;3;41;M;1283;;;;;11;25;100;190;304;478;162;13
-1;3;41;F;1092;;;1;1;2;6;19;57;135;520;326;25
-1;3;41;T;2375;;;1;1;13;31;119;247;439;998;488;38
-1;3;42;M;10030;;1;2;5;127;595;2256;3175;2503;1240;125;1
-1;3;42;F;4227;;;2;6;105;393;995;1207;833;575;110;1
-1;3;42;T;14257;;1;4;11;232;988;3251;4382;3336;1815;235;2
-1;3;43;M;7709;24;11;15;24;101;194;547;972;1770;2841;1144;66
-1;3;43;F;9350;15;13;13;18;42;77;223;503;1323;3782;3016;325
-1;3;43;T;17059;39;24;28;42;143;271;770;1475;3093;6623;4160;391
-1;3;44;M;496;2;;;6;5;;11;23;83;234;119;13
-1;3;44;F;1259;;;;2;2;2;7;18;83;527;556;62
-1;3;44;T;1755;2;;;8;7;2;18;41;166;761;675;75
-1;3;45;M;210;;;;1;;1;7;23;48;90;37;3
-1;3;45;F;593;;;;1;1;1;11;55;145;256;113;10
-1;3;45;T;803;;;;2;1;2;18;78;193;346;150;13
-1;3;46;M;555;;1;1;4;11;16;47;68;146;183;74;4
-1;3;46;F;922;;;5;7;11;14;40;71;181;360;217;16
-1;3;46;T;1477;;1;6;11;22;30;87;139;327;543;291;20
-1;3;47;M;3064;12;4;2;10;20;32;90;220;557;1323;732;62
-1;3;47;F;3265;5;4;4;7;14;14;50;121;436;1259;1197;154
-1;3;47;T;6329;17;8;6;17;34;46;140;341;993;2582;1929;216
-1;3;48;M;1560;;;;1;1;2;13;51;259;763;426;44
-1;3;48;F;859;;;1;2;4;8;21;28;87;380;296;32
-1;3;48;T;2419;;;1;3;5;10;34;79;346;1143;722;76
-1;3;49;M;0;;;;;;;;;;;;
-1;3;49;F;106;;;1;29;49;27;;;;;;
-1;3;49;T;106;;;1;29;49;27;;;;;;
-1;3;50;M;1075;1072;3;;;;;;;;;;
-1;3;50;F;767;767;;;;;;;;;;;
-1;3;50;T;1842;1839;3;;;;;;;;;;
-1;3;51;M;138;96;17;8;6;7;2;1;;1;;;
-1;3;51;F;173;114;16;14;8;6;4;3;2;5;1;;
-1;3;51;T;311;210;33;22;14;13;6;4;2;6;1;;
-1;3;52;M;688;473;53;25;26;32;17;20;20;13;9;;
-1;3;52;F;580;367;47;14;15;24;23;18;22;22;21;3;4
-1;3;52;T;1268;840;100;39;41;56;40;38;42;35;30;3;4
-1;3;53;M;441;310;25;14;12;8;14;8;13;17;15;2;3
-1;3;53;F;384;254;29;14;7;10;7;12;17;13;16;5;
-1;3;53;T;825;564;54;28;19;18;21;20;30;30;31;7;3
-1;3;54;M;731;731;;;;;;;;;;;
-1;3;54;F;411;411;;;;;;;;;;;
-1;3;54;T;1142;1142;;;;;;;;;;;
-1;3;55;M;8499;797;62;54;386;706;648;1022;1237;1362;1582;592;51
-1;3;55;F;6226;572;40;38;150;290;239;309;534;857;1726;1292;179
-1;3;55;T;14725;1369;102;92;536;996;887;1331;1771;2219;3308;1884;230
-1;3;56;M;7385;64;19;13;27;46;96;225;434;1033;2686;2365;377
-1;3;56;F;12982;41;8;4;14;21;32;77;185;692;3677;6590;1641
-1;3;56;T;20367;105;27;17;41;67;128;302;619;1725;6363;8955;2018
-1;3;57;M;8171;23;84;289;2548;1446;949;931;751;558;514;78;
-1;3;57;F;2905;13;87;178;667;348;274;292;289;319;338;98;2
-1;3;57;T;11076;36;171;467;3215;1794;1223;1223;1040;877;852;176;2
-1;3;58;M;3853;5;22;17;55;104;126;220;287;576;1319;998;124
-1;3;58;F;7953;1;6;7;23;18;24;54;122;487;2784;3841;586
-1;3;58;T;11806;6;28;24;78;122;150;274;409;1063;4103;4839;710
-1;3;59;M;337;1;5;5;72;52;36;31;40;39;43;13;
-1;3;59;F;240;1;10;7;25;14;6;14;25;28;62;46;2
-1;3;59;T;577;2;15;12;97;66;42;45;65;67;105;59;2
-1;3;60;M;7622;301;184;225;908;791;691;1055;1037;967;1093;348;22
-1;3;60;F;3972;194;113;115;212;180;153;244;324;540;1079;743;75
-1;3;60;T;11594;495;297;340;1120;971;844;1299;1361;1507;2172;1091;97
-1;3;61;M;8043;;;29;657;1348;1198;1329;1181;1014;1040;240;7
-1;3;61;F;3269;;;7;224;400;402;498;519;563;504;143;9
-1;3;61;T;11312;;;36;881;1748;1600;1827;1700;1577;1544;383;16
-1;3;62;M;354;6;8;6;54;79;71;59;34;19;14;4;
-1;3;62;F;259;4;10;19;31;52;43;27;26;17;26;4;
-1;3;62;T;613;10;18;25;85;131;114;86;60;36;40;8;
-1;3;63;M;1380;5;26;38;221;291;225;197;146;102;105;23;1
-1;3;63;F;601;7;8;13;61;92;74;79;75;77;85;30;
-1;3;63;T;1981;12;34;51;282;383;299;276;221;179;190;53;1
-1;3;64;M;452;2;2;8;10;19;15;49;86;107;108;44;2
-1;3;64;F;461;2;2;3;6;7;17;27;44;96;143;98;16
-1;3;64;T;913;4;4;11;16;26;32;76;130;203;251;142;18
-1;4;0;M;1144;1;;1;2;13;41;118;216;258;383;106;5
-1;4;0;F;605;;3;2;3;10;11;36;59;117;220;137;7
-1;4;0;T;1749;1;3;3;5;23;52;154;275;375;603;243;12
-1;4;1;M;37;8;6;3;8;1;4;2;1;2;1;1;
-1;4;1;F;29;4;9;4;3;1;;;1;5;2;;
-1;4;1;T;66;12;15;7;11;2;4;2;2;7;3;1;
-1;4;2;M;0;;;;;;;;;;;;
-1;4;2;F;0;;;;;;;;;;;;
-1;4;2;T;0;;;;;;;;;;;;
-1;4;3;M;136;1;1;3;17;8;7;11;32;33;20;3;
-1;4;3;F;122;;1;;8;6;8;5;14;28;37;14;1
-1;4;3;T;258;1;2;3;25;14;15;16;46;61;57;17;1
-1;4;4;M;2364;45;20;17;18;43;50;156;293;479;900;317;26
-1;4;4;F;2679;59;26;16;21;22;33;67;126;423;1067;740;79
-1;4;4;T;5043;104;46;33;39;65;83;223;419;902;1967;1057;105
-1;4;5;M;5400;2;1;3;2;15;244;1332;1811;1156;698;134;2
-1;4;5;F;590;1;;2;1;4;15;80;123;130;141;85;8
-1;4;5;T;5990;3;1;5;3;19;259;1412;1934;1286;839;219;10
-1;4;6;M;4622;3;;;;4;120;807;1410;1210;904;159;5
-1;4;6;F;594;;;1;;1;10;38;136;114;187;101;6
-1;4;6;T;5216;3;;1;;5;130;845;1546;1324;1091;260;11
-1;4;7;M;4694;;;1;3;22;80;289;796;1340;1716;432;15
-1;4;7;F;3423;;;;;15;45;91;296;658;1487;774;57
-1;4;7;T;8117;;;1;3;37;125;380;1092;1998;3203;1206;72
-1;4;8;M;4743;;;;7;23;60;272;785;1402;1717;459;18
-1;4;8;F;5267;1;;;6;19;59;240;616;1045;2066;1146;69
-1;4;8;T;10010;1;;;13;42;119;512;1401;2447;3783;1605;87
-1;4;9;M;2563;;;;3;8;33;149;455;745;898;255;17
-1;4;9;F;2087;;;;;11;29;103;283;413;771;446;31
-1;4;9;T;4650;;;;3;19;62;252;738;1158;1669;701;48
-1;4;10;M;3044;1;1;1;5;16;46;264;805;978;799;126;2
-1;4;10;F;1325;;3;1;5;10;17;71;182;341;486;197;12
-1;4;10;T;4369;1;4;2;10;26;63;335;987;1319;1285;323;14
-1;4;11;M;2790;;1;;;9;64;258;681;770;813;185;9
-1;4;11;F;2181;1;;1;1;5;18;76;291;517;865;390;16
-1;4;11;T;4971;1;1;1;1;14;82;334;972;1287;1678;575;25
-1;4;12;M;19497;2;2;4;5;41;505;2699;5612;5596;4356;657;18
-1;4;12;F;2410;;;1;2;9;44;210;509;603;766;252;14
-1;4;12;T;21907;2;2;5;7;50;549;2909;6121;6199;5122;909;32
-1;4;13;M;348;;1;;9;20;35;74;85;58;49;15;2
-1;4;13;F;413;;;;3;40;32;55;64;74;93;47;5
-1;4;13;T;761;;1;;12;60;67;129;149;132;142;62;7
-1;4;14;M;127;;;;;1;3;12;32;26;38;13;2
-1;4;14;F;9246;5;2;2;5;80;466;1250;2144;1966;2281;978;67
-1;4;14;T;9373;5;2;2;5;81;469;1262;2176;1992;2319;991;69
-1;4;15;M;0;;;;;;;;;;;;
-1;4;15;F;866;;1;;1;22;79;156;199;194;156;56;2
-1;4;15;T;866;;1;;1;22;79;156;199;194;156;56;2
-1;4;16;M;0;;;;;;;;;;;;
-1;4;16;F;2540;;;;;20;60;207;508;666;742;321;16
-1;4;16;T;2540;;;;;20;60;207;508;666;742;321;16
-1;4;17;M;0;;;;;;;;;;;;
-1;4;17;F;2599;;;2;15;33;95;367;614;651;659;158;5
-1;4;17;T;2599;;;2;15;33;95;367;614;651;659;158;5
-1;4;18;M;7515;;;;1;3;7;65;560;1782;3832;1207;58
-1;4;18;F;0;;;;;;;;;;;;
-1;4;18;T;7515;;;;1;3;7;65;560;1782;3832;1207;58
-1;4;19;M;1415;2;4;5;2;4;32;145;334;400;414;68;5
-1;4;19;F;960;;6;7;2;5;17;83;148;231;317;135;9
-1;4;19;T;2375;2;10;12;4;9;49;228;482;631;731;203;14
-1;4;20;M;2694;;;1;1;2;21;136;483;759;1022;253;16
-1;4;20;F;932;;;;;2;6;21;89;203;398;199;14
-1;4;20;T;3626;;;1;1;4;27;157;572;962;1420;452;30
-1;4;21;M;4658;13;37;121;141;190;187;387;745;1187;1303;331;16
-1;4;21;F;4146;10;24;60;96;131;148;243;521;882;1438;555;38
-1;4;21;T;8804;23;61;181;237;321;335;630;1266;2069;2741;886;54
-1;4;22;M;12907;6;42;54;108;199;472;1456;2970;3332;3366;859;43
-1;4;22;F;11883;10;25;48;77;120;247;711;1680;2471;4132;2192;170
-1;4;22;T;24790;16;67;102;185;319;719;2167;4650;5803;7498;3051;213
-1;4;23;M;2066;4;15;25;31;53;84;203;375;507;578;177;14
-1;4;23;F;2130;8;13;32;23;49;66;147;251;420;685;396;40
-1;4;23;T;4196;12;28;57;54;102;150;350;626;927;1263;573;54
-1;4;24;M;1223;18;21;20;16;25;29;62;142;225;440;216;9
-1;4;24;F;1339;15;19;11;12;11;16;33;82;175;502;419;44
-1;4;24;T;2562;33;40;31;28;36;45;95;224;400;942;635;53
-1;4;25;M;2803;;1;1;3;18;53;126;364;793;1138;293;13
-1;4;25;F;4386;1;2;;4;21;24;74;292;855;2009;1041;63
-1;4;25;T;7189;1;3;1;7;39;77;200;656;1648;3147;1334;76
-1;4;26;M;2484;49;18;35;25;24;58;128;233;361;901;593;59
-1;4;26;F;4242;52;25;40;21;11;32;66;176;416;1505;1617;281
-1;4;26;T;6726;101;43;75;46;35;90;194;409;777;2406;2210;340
-1;4;27;M;2865;;;1;3;94;276;719;831;571;339;30;1
-1;4;27;F;682;;;;2;18;69;141;188;131;98;35;
-1;4;27;T;3547;;;1;5;112;345;860;1019;702;437;65;1
-1;4;28;M;68;;;;8;4;9;14;15;10;7;1;
-1;4;28;F;14;;;;3;1;1;3;3;;2;1;
-1;4;28;T;82;;;;11;5;10;17;18;10;9;2;
-1;4;29;M;2420;;;1;14;12;24;45;80;370;1265;583;26
-1;4;29;F;5355;;;3;12;16;21;34;113;494;2354;2118;190
-1;4;29;T;7775;;;4;26;28;45;79;193;864;3619;2701;216
-1;4;30;M;256;42;11;6;10;8;10;24;54;43;33;15;
-1;4;30;F;207;32;10;8;5;3;7;11;19;34;53;24;1
-1;4;30;T;463;74;21;14;15;11;17;35;73;77;86;39;1
-1;4;31;M;5560;68;38;84;159;167;182;315;640;1189;2095;589;34
-1;4;31;F;5818;51;40;60;61;91;111;207;423;935;2305;1410;124
-1;4;31;T;11378;119;78;144;220;258;293;522;1063;2124;4400;1999;158
-1;4;32;M;28824;;2;5;14;131;532;2083;4961;7919;10375;2685;117
-1;4;32;F;23326;;1;;9;21;52;296;1039;3995;11029;6402;482
-1;4;32;T;52150;;3;5;23;152;584;2379;6000;11914;21404;9087;599
-1;4;33;M;21624;28;13;19;58;121;292;856;2032;3825;8995;4955;430
-1;4;33;F;30312;29;22;15;35;50;88;236;783;2659;11268;13180;1947
-1;4;33;T;51936;57;35;34;93;171;380;1092;2815;6484;20263;18135;2377
-1;4;34;M;26503;10;5;17;61;153;325;958;2430;5424;11775;5021;324
-1;4;34;F;37745;11;7;15;38;98;179;510;1308;4296;16083;13833;1367
-1;4;34;T;64248;21;12;32;99;251;504;1468;3738;9720;27858;18854;1691
-1;4;35;M;15043;6;6;9;42;81;183;707;1838;3555;6097;2351;168
-1;4;35;F;17199;4;3;6;24;62;99;321;828;2298;7080;5854;620
-1;4;35;T;32242;10;9;15;66;143;282;1028;2666;5853;13177;8205;788
-1;4;36;M;832;6;4;2;2;10;14;22;49;106;338;250;29
-1;4;36;F;1455;1;2;2;7;3;4;10;24;104;450;702;146
-1;4;36;T;2287;7;6;4;9;13;18;32;73;210;788;952;175
-1;4;37;M;3231;22;9;6;14;23;48;112;224;457;1352;882;82
-1;4;37;F;3695;26;5;8;10;11;28;26;71;265;1311;1662;272
-1;4;37;T;6926;48;14;14;24;34;76;138;295;722;2663;2544;354
